STATE,STATENAME,ST_CASE,WEATHER,WEATHERNAME
41,Oregon,410240,10,Cloudy
41,Oregon,410241,98,Not Reported
41,Oregon,410242,1,Clear
41,Oregon,410243,1,Clear
41,Oregon,410246,1,Clear
41,Oregon,410247,1,Clear
41,Oregon,410248,98,Not Reported
41,Oregon,410249,1,Clear
41,Oregon,410250,1,Clear
41,Oregon,410251,1,Clear
41,Oregon,410252,1,Clear
41,Oregon,410253,1,Clear
41,Oregon,410254,1,Clear
41,Oregon,410255,1,Clear
41,Oregon,410256,1,Clear
41,Oregon,410257,98,Not Reported
41,Oregon,410258,1,Clear
41,Oregon,410259,1,Clear
41,Oregon,410260,1,Clear
41,Oregon,410261,1,Clear
41,Oregon,410262,1,Clear
41,Oregon,410263,1,Clear
41,Oregon,410264,10,Cloudy
41,Oregon,410265,1,Clear
41,Oregon,410266,10,Cloudy
41,Oregon,410267,1,Clear
41,Oregon,410268,98,Not Reported
41,Oregon,410269,98,Not Reported
41,Oregon,410270,1,Clear
41,Oregon,410271,1,Clear
41,Oregon,410272,1,Clear
41,Oregon,410273,1,Clear
41,Oregon,410274,1,Clear
41,Oregon,410275,1,Clear
41,Oregon,410276,1,Clear
41,Oregon,410277,1,Clear
41,Oregon,410278,1,Clear
41,Oregon,410279,1,Clear
41,Oregon,410280,98,Not Reported
41,Oregon,410281,1,Clear
41,Oregon,410282,1,Clear
41,Oregon,410283,1,Clear
41,Oregon,410284,1,Clear
41,Oregon,410285,1,Clear
41,Oregon,410286,1,Clear
41,Oregon,410287,1,Clear
41,Oregon,410288,1,Clear
41,Oregon,410289,1,Clear
41,Oregon,410290,1,Clear
41,Oregon,410291,1,Clear
41,Oregon,410292,1,Clear
41,Oregon,410294,10,Cloudy
41,Oregon,410295,1,Clear
41,Oregon,410296,1,Clear
41,Oregon,410297,1,Clear
41,Oregon,410298,1,Clear
41,Oregon,410299,1,Clear
41,Oregon,410300,1,Clear
41,Oregon,410301,1,Clear
41,Oregon,410302,1,Clear
41,Oregon,410303,10,Cloudy
41,Oregon,410304,10,Cloudy
41,Oregon,410305,98,Not Reported
41,Oregon,410306,10,Cloudy
41,Oregon,410307,5,"Fog, Smog, Smoke"
41,Oregon,410308,10,Cloudy
41,Oregon,410309,10,Cloudy
41,Oregon,410310,1,Clear
41,Oregon,410311,1,Clear
41,Oregon,410312,98,Not Reported
41,Oregon,410313,1,Clear
41,Oregon,410314,1,Clear
41,Oregon,410315,1,Clear
41,Oregon,410316,10,Cloudy
41,Oregon,410317,1,Clear
41,Oregon,410318,5,"Fog, Smog, Smoke"
41,Oregon,410319,1,Clear
41,Oregon,410320,1,Clear
41,Oregon,410321,1,Clear
41,Oregon,410322,1,Clear
41,Oregon,410323,1,Clear
41,Oregon,410324,1,Clear
41,Oregon,410325,1,Clear
41,Oregon,410326,98,Not Reported
41,Oregon,410327,10,Cloudy
41,Oregon,410328,1,Clear
41,Oregon,410329,1,Clear
41,Oregon,410330,1,Clear
41,Oregon,410331,1,Clear
41,Oregon,410332,1,Clear
41,Oregon,410333,1,Clear
41,Oregon,410334,2,Rain
41,Oregon,410334,10,Cloudy
41,Oregon,410335,10,Cloudy
41,Oregon,410336,1,Clear
41,Oregon,410337,1,Clear
41,Oregon,410339,1,Clear
41,Oregon,410341,98,Not Reported
41,Oregon,410342,1,Clear
41,Oregon,410343,98,Not Reported
41,Oregon,410344,1,Clear
41,Oregon,410345,98,Not Reported
41,Oregon,410346,1,Clear
41,Oregon,410347,1,Clear
41,Oregon,410348,1,Clear
41,Oregon,410349,1,Clear
41,Oregon,410350,1,Clear
41,Oregon,410351,1,Clear
41,Oregon,410352,2,Rain
41,Oregon,410353,1,Clear
41,Oregon,410354,1,Clear
41,Oregon,410355,98,Not Reported
41,Oregon,410356,98,Not Reported
41,Oregon,410357,1,Clear
41,Oregon,410358,1,Clear
41,Oregon,410359,98,Not Reported
41,Oregon,410360,1,Clear
41,Oregon,410361,1,Clear
41,Oregon,410362,10,Cloudy
41,Oregon,410363,1,Clear
41,Oregon,410364,1,Clear
41,Oregon,410365,1,Clear
41,Oregon,410366,1,Clear
41,Oregon,410367,2,Rain
41,Oregon,410368,10,Cloudy
41,Oregon,410369,1,Clear
41,Oregon,410370,10,Cloudy
41,Oregon,410371,1,Clear
41,Oregon,410372,1,Clear
41,Oregon,410373,1,Clear
41,Oregon,410374,5,"Fog, Smog, Smoke"
41,Oregon,410375,5,"Fog, Smog, Smoke"
41,Oregon,410376,10,Cloudy
41,Oregon,410377,1,Clear
41,Oregon,410378,10,Cloudy
41,Oregon,410379,1,Clear
41,Oregon,410380,1,Clear
41,Oregon,410381,1,Clear
41,Oregon,410382,1,Clear
41,Oregon,410383,1,Clear
41,Oregon,410384,10,Cloudy
41,Oregon,410385,1,Clear
41,Oregon,410386,1,Clear
41,Oregon,410387,2,Rain
41,Oregon,410388,10,Cloudy
41,Oregon,410389,10,Cloudy
41,Oregon,410390,2,Rain
41,Oregon,410391,1,Clear
41,Oregon,410392,1,Clear
41,Oregon,410393,1,Clear
41,Oregon,410394,10,Cloudy
41,Oregon,410395,1,Clear
41,Oregon,410396,10,Cloudy
41,Oregon,410397,10,Cloudy
41,Oregon,410398,1,Clear
41,Oregon,410399,2,Rain
41,Oregon,410400,10,Cloudy
41,Oregon,410401,10,Cloudy
41,Oregon,410402,99,Reported as Unknown
41,Oregon,410403,1,Clear
41,Oregon,410404,98,Not Reported
41,Oregon,410405,1,Clear
41,Oregon,410406,98,Not Reported
41,Oregon,410407,98,Not Reported
41,Oregon,410408,98,Not Reported
41,Oregon,410409,1,Clear
41,Oregon,410410,98,Not Reported
41,Oregon,410411,98,Not Reported
41,Oregon,410412,98,Not Reported
41,Oregon,410413,98,Not Reported
41,Oregon,410414,98,Not Reported
41,Oregon,410415,1,Clear
41,Oregon,410416,1,Clear
41,Oregon,410417,10,Cloudy
41,Oregon,410418,98,Not Reported
41,Oregon,410419,1,Clear
41,Oregon,410420,1,Clear
41,Oregon,410421,10,Cloudy
41,Oregon,410422,1,Clear
41,Oregon,410423,1,Clear
41,Oregon,410424,1,Clear
41,Oregon,410425,98,Not Reported
41,Oregon,410426,2,Rain
41,Oregon,410427,1,Clear
41,Oregon,410428,8,Other
41,Oregon,410428,10,Cloudy
41,Oregon,410429,1,Clear
41,Oregon,410430,2,Rain
41,Oregon,410431,1,Clear
41,Oregon,410432,1,Clear
41,Oregon,410433,1,Clear
41,Oregon,410434,1,Clear
41,Oregon,410435,1,Clear
41,Oregon,410436,10,Cloudy
41,Oregon,410437,10,Cloudy
41,Oregon,410438,10,Cloudy
41,Oregon,410439,1,Clear
41,Oregon,410440,10,Cloudy
41,Oregon,410441,1,Clear
41,Oregon,410442,10,Cloudy
41,Oregon,410443,10,Cloudy
41,Oregon,410444,2,Rain
41,Oregon,410444,6,Severe Crosswinds
41,Oregon,410445,1,Clear
41,Oregon,410446,10,Cloudy
41,Oregon,410447,1,Clear
41,Oregon,410448,5,"Fog, Smog, Smoke"
41,Oregon,410449,5,"Fog, Smog, Smoke"
41,Oregon,410450,1,Clear
41,Oregon,410451,10,Cloudy
41,Oregon,410452,10,Cloudy
41,Oregon,410453,2,Rain
41,Oregon,410454,10,Cloudy
41,Oregon,410455,10,Cloudy
41,Oregon,410456,10,Cloudy
41,Oregon,410457,10,Cloudy
41,Oregon,410458,1,Clear
41,Oregon,410459,1,Clear
41,Oregon,410460,1,Clear
41,Oregon,410461,2,Rain
41,Oregon,410462,98,Not Reported
41,Oregon,410463,1,Clear
41,Oregon,410464,2,Rain
41,Oregon,410465,1,Clear
41,Oregon,410466,99,Reported as Unknown
41,Oregon,410467,2,Rain
41,Oregon,410467,10,Cloudy
41,Oregon,410468,4,Snow
41,Oregon,410469,1,Clear
41,Oregon,410470,10,Cloudy
41,Oregon,410471,4,Snow
41,Oregon,410472,4,Snow
41,Oregon,410473,2,Rain
41,Oregon,410474,2,Rain
41,Oregon,410475,5,"Fog, Smog, Smoke"
41,Oregon,410476,2,Rain
41,Oregon,410477,1,Clear
41,Oregon,410478,2,Rain
41,Oregon,410479,2,Rain
41,Oregon,410479,10,Cloudy
41,Oregon,410480,5,"Fog, Smog, Smoke"
41,Oregon,410481,1,Clear
41,Oregon,410483,2,Rain
41,Oregon,410484,10,Cloudy
41,Oregon,410485,1,Clear
41,Oregon,410486,4,Snow
41,Oregon,410486,10,Cloudy
41,Oregon,410486,12,Freezing Rain or Drizzle
41,Oregon,410487,10,Cloudy
41,Oregon,410488,1,Clear
41,Oregon,410489,1,Clear
41,Oregon,410490,1,Clear
41,Oregon,410491,10,Cloudy
41,Oregon,410492,98,Not Reported
41,Oregon,410493,1,Clear
41,Oregon,410494,10,Cloudy
41,Oregon,410496,1,Clear
41,Oregon,410497,10,Cloudy
41,Oregon,410498,1,Clear
41,Oregon,410499,98,Not Reported
41,Oregon,410500,98,Not Reported
41,Oregon,410501,1,Clear
41,Oregon,410502,98,Not Reported
41,Oregon,410503,98,Not Reported
41,Oregon,410504,98,Not Reported
41,Oregon,410505,1,Clear
41,Oregon,410506,1,Clear
41,Oregon,410507,98,Not Reported
41,Oregon,410508,1,Clear
41,Oregon,410509,1,Clear
41,Oregon,410510,98,Not Reported
41,Oregon,410511,1,Clear
41,Oregon,410512,10,Cloudy
41,Oregon,410513,1,Clear
41,Oregon,410514,1,Clear
41,Oregon,410515,98,Not Reported
41,Oregon,410516,98,Not Reported
41,Oregon,410517,2,Rain
41,Oregon,410518,98,Not Reported
41,Oregon,410519,10,Cloudy
41,Oregon,410520,2,Rain
41,Oregon,410521,98,Not Reported
41,Oregon,410522,2,Rain
41,Oregon,410523,10,Cloudy
41,Oregon,410524,1,Clear
41,Oregon,410525,1,Clear
41,Oregon,410526,98,Not Reported
41,Oregon,410527,1,Clear
41,Oregon,410528,98,Not Reported
41,Oregon,410529,2,Rain
41,Oregon,410530,98,Not Reported
41,Oregon,410531,2,Rain
41,Oregon,410532,10,Cloudy
41,Oregon,410533,5,"Fog, Smog, Smoke"
41,Oregon,410534,2,Rain
41,Oregon,410535,4,Snow
41,Oregon,410536,2,Rain
41,Oregon,410537,2,Rain
41,Oregon,410539,2,Rain
41,Oregon,410540,5,"Fog, Smog, Smoke"
41,Oregon,410541,98,Not Reported
41,Oregon,410542,10,Cloudy
41,Oregon,410543,2,Rain
41,Oregon,410545,1,Clear
41,Oregon,410546,2,Rain
41,Oregon,410547,1,Clear
41,Oregon,410548,10,Cloudy
41,Oregon,410549,1,Clear
41,Oregon,410550,10,Cloudy
41,Oregon,410551,10,Cloudy
41,Oregon,410552,98,Not Reported
41,Oregon,410553,98,Not Reported
41,Oregon,410554,1,Clear
41,Oregon,410556,1,Clear
41,Oregon,410557,10,Cloudy
41,Oregon,410558,10,Cloudy
41,Oregon,410559,98,Not Reported
41,Oregon,410561,98,Not Reported
41,Oregon,410563,2,Rain
41,Oregon,410564,1,Clear
41,Oregon,410565,4,Snow
41,Oregon,410565,10,Cloudy
