STATE,STATENAME,ST_CASE,VE_TOTAL,VE_FORMS,PVH_INVL,PEDS,PERSONS,PERMVIT,PERNOTMVIT,COUNTY,COUNTYNAME,CITY,CITYNAME,DAY,DAYNAME,MONTH,MONTHNAME,YEAR,DAY_WEEK,DAY_WEEKNAME,HOUR,HOURNAME,MINUTE,MINUTENAME,NHS,NHSNAME,ROUTE,ROUTENAME,TWAY_ID,TWAY_ID2,RUR_URB,RUR_URBNAME,FUNC_SYS,FUNC_SYSNAME,RD_OWNER,RD_OWNERNAME,MILEPT,MILEPTNAME,LATITUDE,LATITUDENAME,LONGITUD,LONGITUDNAME,SP_JUR,SP_JURNAME,HARM_EV,HARM_EVNAME,MAN_COLL,MAN_COLLNAME,RELJCT1,RELJCT1NAME,RELJCT2,RELJCT2NAME,TYP_INT,TYP_INTNAME,WRK_ZONE,WRK_ZONENAME,REL_ROAD,REL_ROADNAME,LGT_COND,LGT_CONDNAME,WEATHER1,WEATHER1NAME,WEATHER2,WEATHER2NAME,WEATHER,WEATHERNAME,SCH_BUS,SCH_BUSNAME,RAIL,RAILNAME,NOT_HOUR,NOT_HOURNAME,NOT_MIN,NOT_MINNAME,ARR_HOUR,ARR_HOURNAME,ARR_MIN,ARR_MINNAME,HOSP_HR,HOSP_HRNAME,HOSP_MN,HOSP_MNNAME,CF1,CF1NAME,CF2,CF2NAME,CF3,CF3NAME,FATALS,DRUNK_DR
41,Oregon,410011,1,1,0,0,1,1,0,57,TILLAMOOK (57),0,NOT APPLICABLE,11,11,1,January,2018,5,Thursday,20,8:00pm-8:59pm,20,20,1,This section IS ON the NHS,2,U.S. Highway,US-101 ODOT 9,,1,Rural,3,Principal Arterial - Other,2,County Highway Agency,894,894,45.18435833,45.18435833,-123.9115861,-123.91158611,0,No Special Jurisdiction,1,Rollover/Overturn,0,Not a Collision with Motor Vehicle In-Transport,0,No,1,Non-Junction,1,Not an Intersection,0,,4,On Roadside,2,Dark - Not Lighted,2,Rain,0,No Additional Atmospheric Conditions,2,Rain,0,No,0000000,Not Applicable,20,8:00pm-8:59pm,25,25,20,8:00pm-8:59pm,30,30,88,Not Applicable (Not Transported),88,Not Applicable (Not Transported),0,,0,,0,,1,1
41,Oregon,410012,1,1,0,1,2,2,1,39,LANE (39),660,EUGENE,12,12,1,January,2018,6,Friday,0,0:00am-0:59am,5,5,0,This section IS NOT on the NHS,6,Local Street - Municipality,CHAMBERS ST,18TH AVE W,2,Urban,4,Minor Arterial,4,City or Municipal Highway Agency,0,,44.04059722,44.04059722,-123.1177667,-123.11776667,0,No Special Jurisdiction,8,Pedestrian,0,Not a Collision with Motor Vehicle In-Transport,0,No,3,Intersection-Related,2,Four-Way Intersection,0,,1,On Roadway,3,Dark - Lighted,2,Rain,0,No Additional Atmospheric Conditions,2,Rain,0,No,0000000,Not Applicable,5,5:00am-5:59am,29,29,8,8:00am-8:59am,52,52,19,7:00pm-7:59pm,28,28,0,,0,,0,,1,0
41,Oregon,410013,1,1,0,0,1,1,0,29,JACKSON (29),0,NOT APPLICABLE,25,25,1,January,2018,5,Thursday,21,9:00pm-9:59pm,0,0,0,This section IS NOT on the NHS,3,State Highway,SR-99 ODOT 60,,2,Urban,4,Minor Arterial,2,County Highway Agency,101,101,42.41335,42.41335,-123.1588667,-123.15886667,0,No Special Jurisdiction,53,Mail Box,0,Not a Collision with Motor Vehicle In-Transport,0,No,1,Non-Junction,1,Not an Intersection,0,,4,On Roadside,2,Dark - Not Lighted,2,Rain,0,No Additional Atmospheric Conditions,2,Rain,0,No,0000000,Not Applicable,99,Unknown,99,Unknown,99,Unknown EMS Scene Arrival Hour,99,Unknown EMS Scene Arrival Minutes,88,Not Applicable (Not Transported),88,Not Applicable (Not Transported),0,,0,,0,,1,1
41,Oregon,410014,2,2,0,0,2,2,0,5,CLACKAMAS (5),1830,SANDY,26,26,1,January,2018,6,Friday,4,4:00am-4:59am,32,32,1,This section IS ON the NHS,2,U.S. Highway,US-26 ODOT 26,,2,Urban,3,Principal Arterial - Other,1,State Highway Agency,235,235,45.39983889,45.39983889,-122.2767139,-122.27671389,0,No Special Jurisdiction,12,Motor Vehicle In-Transport,2,Front-to-Front,0,No,1,Non-Junction,1,Not an Intersection,0,,1,On Roadway,3,Dark - Lighted,10,Cloudy,0,No Additional Atmospheric Conditions,10,Cloudy,0,No,0000000,Not Applicable,4,4:00am-4:59am,32,32,4,4:00am-4:59am,40,40,88,Not Applicable (Not Transported),88,Not Applicable (Not Transported),0,,0,,0,,1,0
41,Oregon,410015,1,1,0,1,1,1,1,5,CLACKAMAS (5),0,NOT APPLICABLE,14,14,1,January,2018,1,Sunday,0,0:00am-0:59am,2,2,1,This section IS ON the NHS,3,State Highway,SR-212 ODOT 174,,2,Urban,3,Principal Arterial - Other,1,State Highway Agency,40,40,45.41771667,45.41771667,-122.4446694,-122.44466944,0,No Special Jurisdiction,8,Pedestrian,0,Not a Collision with Motor Vehicle In-Transport,0,No,1,Non-Junction,1,Not an Intersection,0,,1,On Roadway,2,Dark - Not Lighted,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,0,No,0000000,Not Applicable,0,0:00am-0:59am,7,7,0,0:00am-0:59am,11,11,88,Not Applicable (Not Transported),88,Not Applicable (Not Transported),0,,0,,0,,1,0
41,Oregon,410016,2,2,0,0,2,2,0,47,MARION (47),1810,SALEM,15,15,1,January,2018,2,Monday,10,10:00am-10:59am,26,26,1,This section IS ON the NHS,4,County Road,CR-SILVERTON RD NE,,1,Rural,3,Principal Arterial - Other,2,County Highway Agency,29,29,44.99155,44.99155,-122.903925,-122.903925,0,No Special Jurisdiction,12,Motor Vehicle In-Transport,6,Angle,0,No,1,Non-Junction,1,Not an Intersection,0,,1,On Roadway,1,Daylight,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,0,No,0000000,Not Applicable,10,10:00am-10:59am,25,25,10,10:00am-10:59am,32,32,99,Unknown,99,Unknown EMS Hospital Arrival Time,0,,0,,0,,1,0
41,Oregon,410017,1,1,0,0,1,1,0,53,POLK (53),0,NOT APPLICABLE,17,17,1,January,2018,4,Wednesday,22,10:00pm-10:59pm,0,0,1,This section IS ON the NHS,3,State Highway,SR-22 ODOT 30,,1,Rural,3,Principal Arterial - Other,1,State Highway Agency,50,50,45.01659722,45.01659722,-123.41925,-123.41925,0,No Special Jurisdiction,24,Guardrail Face,0,Not a Collision with Motor Vehicle In-Transport,0,No,1,Non-Junction,1,Not an Intersection,0,,4,On Roadside,2,Dark - Not Lighted,2,Rain,0,No Additional Atmospheric Conditions,2,Rain,0,No,0000000,Not Applicable,10,10:00am-10:59am,11,11,10,10:00am-10:59am,30,30,88,Not Applicable (Not Transported),88,Not Applicable (Not Transported),0,,0,,0,,1,0
41,Oregon,410019,2,2,0,0,3,3,0,39,LANE (39),0,NOT APPLICABLE,26,26,1,January,2018,6,Friday,19,7:00pm-7:59pm,38,38,1,This section IS ON the NHS,3,State Highway,SR-126 ODOT 62,,1,Rural,3,Principal Arterial - Other,1,State Highway Agency,193,193,44.01357222,44.01357222,-123.7722111,-123.77221111,0,No Special Jurisdiction,12,Motor Vehicle In-Transport,6,Angle,0,No,1,Non-Junction,1,Not an Intersection,0,,1,On Roadway,2,Dark - Not Lighted,2,Rain,0,No Additional Atmospheric Conditions,2,Rain,0,No,0000000,Not Applicable,99,Unknown,99,Unknown,99,Unknown EMS Scene Arrival Hour,99,Unknown EMS Scene Arrival Minutes,88,Not Applicable (Not Transported),88,Not Applicable (Not Transported),0,,0,,0,,1,0
41,Oregon,410020,3,3,0,0,6,6,0,67,WASHINGTON (67),1000,HILLSBORO,27,27,1,January,2018,7,Saturday,15,3:00pm-3:59pm,34,34,0,This section IS NOT on the NHS,6,Local Street - Municipality,NW CORNELL RD,NE AMBERGLEN PK,2,Urban,4,Minor Arterial,25,Other Local Agency,0,,45.53464722,45.53464722,-122.8778472,-122.87784722,0,No Special Jurisdiction,12,Motor Vehicle In-Transport,6,Angle,1,Yes,2,Intersection,2,Four-Way Intersection,0,,1,On Roadway,1,Daylight,10,Cloudy,0,No Additional Atmospheric Conditions,10,Cloudy,0,No,0000000,Not Applicable,15,3:00pm-3:59pm,34,34,15,3:00pm-3:59pm,36,36,16,4:00pm-4:59pm,4,4,0,,0,,0,,1,0
41,Oregon,410021,1,1,0,1,2,2,1,5,CLACKAMAS (5),0,NOT APPLICABLE,28,28,1,January,2018,1,Sunday,19,7:00pm-7:59pm,31,31,1,This section IS ON the NHS,3,State Highway,SR-99 ODOT 81,,2,Urban,3,Principal Arterial - Other,1,State Highway Agency,97,97,45.39458889,45.39458889,-122.6154944,-122.61549444,0,No Special Jurisdiction,8,Pedestrian,0,Not a Collision with Motor Vehicle In-Transport,0,No,1,Non-Junction,1,Not an Intersection,0,,1,On Roadway,2,Dark - Not Lighted,10,Cloudy,0,No Additional Atmospheric Conditions,10,Cloudy,0,No,0000000,Not Applicable,99,Unknown,99,Unknown,99,Unknown EMS Scene Arrival Hour,99,Unknown EMS Scene Arrival Minutes,88,Not Applicable (Not Transported),88,Not Applicable (Not Transported),0,,0,,0,,1,0
41,Oregon,410022,1,1,0,1,1,1,1,15,CURRY (15),0,NOT APPLICABLE,9,9,2,February,2018,6,Friday,12,12:00pm-12:59pm,16,16,1,This section IS ON the NHS,2,U.S. Highway,US-101 ODOT 9,,1,Rural,3,Principal Arterial - Other,1,State Highway Agency,3493,3493,42.14608889,42.14608889,-124.3532194,-124.35321944,0,No Special Jurisdiction,9,Pedalcyclist,0,Not a Collision with Motor Vehicle In-Transport,0,No,1,Non-Junction,1,Not an Intersection,0,,1,On Roadway,1,Daylight,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,0,No,0000000,Not Applicable,12,12:00pm-12:59pm,18,18,12,12:00pm-12:59pm,23,23,99,Unknown,99,Unknown EMS Hospital Arrival Time,0,,0,,0,,1,0
41,Oregon,410023,2,2,0,0,5,5,0,19,DOUGLAS (19),0,NOT APPLICABLE,11,11,2,February,2018,1,Sunday,3,3:00am-3:59am,21,21,1,This section IS ON the NHS,1,Interstate,I-5,,2,Urban,1,Interstate,1,State Highway Agency,1307,1307,43.30851667,43.30851667,-123.3481917,-123.34819167,0,No Special Jurisdiction,12,Motor Vehicle In-Transport,1,Front-to-Rear,0,No,1,Non-Junction,1,Not an Intersection,0,,1,On Roadway,2,Dark - Not Lighted,10,Cloudy,0,No Additional Atmospheric Conditions,10,Cloudy,0,No,0000000,Not Applicable,3,3:00am-3:59am,27,27,3,3:00am-3:59am,31,31,99,Unknown,99,Unknown EMS Hospital Arrival Time,0,,0,,0,,1,0
41,Oregon,410024,2,2,0,0,5,5,0,29,JACKSON (29),2235,WHITE CITY,29,29,1,January,2018,2,Monday,18,6:00pm-6:59pm,30,30,1,This section IS ON the NHS,3,State Highway,SR-140 ODOT 270,LAKEVIEW DR,2,Urban,3,Principal Arterial - Other,1,State Highway Agency,20,20,42.42304722,42.42304722,-122.8313167,-122.83131667,0,No Special Jurisdiction,12,Motor Vehicle In-Transport,1,Front-to-Rear,0,No,3,Intersection-Related,2,Four-Way Intersection,0,,1,On Roadway,2,Dark - Not Lighted,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,0,No,0000000,Not Applicable,18,6:00pm-6:59pm,31,31,18,6:00pm-6:59pm,37,37,99,Unknown,99,Unknown EMS Hospital Arrival Time,0,,0,,0,,1,0
41,Oregon,410025,2,2,0,0,2,2,0,51,MULTNOMAH (51),1650,PORTLAND,11,11,2,February,2018,1,Sunday,23,11:00pm-11:59pm,36,36,0,This section IS NOT on the NHS,6,Local Street - Municipality,SE 122ND AVE,SE STARK ST,2,Urban,4,Minor Arterial,4,City or Municipal Highway Agency,0,,45.51903889,45.51903889,-122.5377806,-122.53778056,0,No Special Jurisdiction,12,Motor Vehicle In-Transport,6,Angle,1,Yes,2,Intersection,2,Four-Way Intersection,0,,1,On Roadway,3,Dark - Lighted,10,Cloudy,0,No Additional Atmospheric Conditions,10,Cloudy,0,No,0000000,Not Applicable,0,0:00am-0:59am,37,37,0,0:00am-0:59am,41,41,1,1:00am-1:59am,24,24,0,,0,,0,,1,1
41,Oregon,410026,3,3,0,0,5,5,0,39,LANE (39),0,NOT APPLICABLE,13,13,2,February,2018,3,Tuesday,9,9:00am-9:59am,11,11,1,This section IS ON the NHS,3,State Highway,SR-126 ODOT 62,,1,Rural,3,Principal Arterial - Other,1,State Highway Agency,509,509,44.052625,44.052625,-123.2692861,-123.26928611,0,No Special Jurisdiction,12,Motor Vehicle In-Transport,1,Front-to-Rear,0,No,1,Non-Junction,1,Not an Intersection,0,,1,On Roadway,1,Daylight,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,0,No,0000000,Not Applicable,9,9:00am-9:59am,10,10,9,9:00am-9:59am,16,16,10,10:00am-10:59am,33,33,0,,0,,0,,1,0
41,Oregon,410027,2,2,0,0,3,3,0,57,TILLAMOOK (57),0,NOT APPLICABLE,14,14,2,February,2018,4,Wednesday,17,5:00pm-5:59pm,35,35,1,This section IS ON the NHS,2,U.S. Highway,US-101 ODOT 9,,1,Rural,3,Principal Arterial - Other,1,State Highway Agency,453,453,45.68832778,45.68832778,-123.9240611,-123.92406111,0,No Special Jurisdiction,12,Motor Vehicle In-Transport,6,Angle,0,No,1,Non-Junction,1,Not an Intersection,0,,1,On Roadway,5,Dusk,10,Cloudy,0,No Additional Atmospheric Conditions,10,Cloudy,0,No,0000000,Not Applicable,99,Unknown,99,Unknown,99,Unknown EMS Scene Arrival Hour,99,Unknown EMS Scene Arrival Minutes,99,Unknown,99,Unknown EMS Hospital Arrival Time,0,,0,,0,,1,0
41,Oregon,410028,2,2,0,0,3,3,0,5,CLACKAMAS (5),0,NOT APPLICABLE,15,15,2,February,2018,5,Thursday,22,10:00pm-10:59pm,4,4,0,This section IS NOT on the NHS,4,County Road,CR-S BARLOW RD,,1,Rural,5,Major Collector,2,County Highway Agency,0,,45.17184722,45.17184722,-122.7225028,-122.72250278,0,No Special Jurisdiction,12,Motor Vehicle In-Transport,2,Front-to-Front,0,No,1,Non-Junction,1,Not an Intersection,0,,1,On Roadway,2,Dark - Not Lighted,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,0,No,0000000,Not Applicable,22,10:00pm-10:59pm,4,4,22,10:00pm-10:59pm,15,15,99,Unknown,99,Unknown EMS Hospital Arrival Time,0,,0,,0,,2,1
41,Oregon,410029,1,1,0,0,2,2,0,39,LANE (39),0,NOT APPLICABLE,16,16,2,February,2018,6,Friday,14,2:00pm-2:59pm,26,26,1,This section IS ON the NHS,3,State Highway,SR-126 ODOT 62,,1,Rural,3,Principal Arterial - Other,1,State Highway Agency,330,330,44.03230278,44.03230278,-123.5762306,-123.57623056,0,No Special Jurisdiction,42,Tree (Standing Only),0,Not a Collision with Motor Vehicle In-Transport,0,No,1,Non-Junction,1,Not an Intersection,0,,5,Outside Trafficway,1,Daylight,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,0,No,0000000,Not Applicable,14,2:00pm-2:59pm,26,26,14,2:00pm-2:59pm,38,38,15,3:00pm-3:59pm,35,35,0,,0,,0,,1,0
41,Oregon,410030,1,1,0,1,1,1,1,51,MULTNOMAH (51),1650,PORTLAND,1,1,2,February,2018,5,Thursday,0,0:00am-0:59am,33,33,0,This section IS NOT on the NHS,6,Local Street - Municipality,SE STARK ST,SE 148TH AVE,2,Urban,4,Minor Arterial,4,City or Municipal Highway Agency,0,,45.51915,45.51915,-122.5107333,-122.51073333,0,No Special Jurisdiction,8,Pedestrian,0,Not a Collision with Motor Vehicle In-Transport,0,No,3,Intersection-Related,2,Four-Way Intersection,0,,1,On Roadway,6,Dark - Unknown Lighting,98,Not Reported,0,No Additional Atmospheric Conditions,98,Not Reported,0,No,0000000,Not Applicable,99,Unknown,99,Unknown,99,Unknown EMS Scene Arrival Hour,99,Unknown EMS Scene Arrival Minutes,88,Not Applicable (Not Transported),88,Not Applicable (Not Transported),0,,0,,0,,1,0
41,Oregon,410031,1,1,0,0,1,1,0,59,UMATILLA (59),0,NOT APPLICABLE,5,5,2,February,2018,2,Monday,20,8:00pm-8:59pm,42,42,1,This section IS ON the NHS,1,Interstate,I-84,,1,Rural,1,Interstate,1,State Highway Agency,1810,1810,45.78653333,45.78653333,-119.3428167,-119.34281667,0,No Special Jurisdiction,1,Rollover/Overturn,0,Not a Collision with Motor Vehicle In-Transport,0,No,1,Non-Junction,1,Not an Intersection,0,,4,On Roadside,2,Dark - Not Lighted,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,0,No,0000000,Not Applicable,20,8:00pm-8:59pm,44,44,20,8:00pm-8:59pm,54,54,88,Not Applicable (Not Transported),88,Not Applicable (Not Transported),0,,0,,0,,1,1
41,Oregon,410032,3,3,0,0,3,3,0,51,MULTNOMAH (51),1650,PORTLAND,6,6,2,February,2018,3,Tuesday,2,2:00am-2:59am,35,35,1,This section IS ON the NHS,2,U.S. Highway,US-26 ODOT 26,SE 141ST AVE,2,Urban,3,Principal Arterial - Other,1,State Highway Agency,82,82,45.49875,45.49875,-122.5183583,-122.51835833,0,No Special Jurisdiction,12,Motor Vehicle In-Transport,6,Angle,0,No,2,Intersection,3,T-Intersection,0,,1,On Roadway,3,Dark - Lighted,10,Cloudy,0,No Additional Atmospheric Conditions,10,Cloudy,0,No,0000000,Not Applicable,2,2:00am-2:59am,39,39,2,2:00am-2:59am,43,43,88,Not Applicable (Not Transported),88,Not Applicable (Not Transported),14,"Motor Vehicle struck by falling cargo,or something that came loose from or something that was set in motion by a vehicle",0,,0,,1,1
41,Oregon,410033,1,1,0,0,1,1,0,39,LANE (39),0,NOT APPLICABLE,7,7,2,February,2018,4,Wednesday,18,6:00pm-6:59pm,53,53,1,This section IS ON the NHS,3,State Highway,SR-126 ODOT 15,,1,Rural,3,Principal Arterial - Other,1,State Highway Agency,131,131,44.14354167,44.14354167,-122.5943222,-122.59432222,0,No Special Jurisdiction,23,Bridge Rail (Includes parapet),0,Not a Collision with Motor Vehicle In-Transport,0,No,1,Non-Junction,1,Not an Intersection,0,,4,On Roadside,2,Dark - Not Lighted,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,0,No,0000000,Not Applicable,18,6:00pm-6:59pm,52,52,19,7:00pm-7:59pm,0,0,99,Unknown,99,Unknown EMS Hospital Arrival Time,0,,0,,0,,1,1
